"year","marital","age","race","rincome","partyid","relig","denom","tvhours"
2006,"Widowed",79,"White","Not applicable","Not str republican","Protestant","United methodist",NA
2006,"Separated",59,"White","Not applicable","Strong republican","Protestant","Southern baptist",14
2006,"Widowed",77,"White","Not applicable","Not str democrat","Protestant","Other",NA
2006,"Widowed",77,"White","Not applicable","Not str democrat","Protestant","Other",NA
2006,"Never married",28,"Other","$20000 - 24999","Independent","Catholic","Not applicable",NA
2006,"Married",48,"White","$10000 - 14999","Independent","Protestant","Other",NA
2006,"Divorced",58,"Black","$10000 - 14999","Strong democrat","Protestant","Other",10
2006,"Married",63,"White","$6000 to 6999","Independent","Protestant","Southern baptist",NA
2006,"Married",32,"White","Not applicable","Independent","Protestant","Other",4
2006,"Married",54,"Black","$15000 - 19999","Strong democrat","Protestant","Other",NA
2006,"Widowed",74,"Black","Not applicable","Strong democrat","Protestant","Other",7
2006,"Widowed",77,"White","Not applicable","Independent","Protestant","Other",6
2006,"Divorced",50,"Black","Not applicable","Ind,near dem","Protestant","United methodist",NA
2006,"Widowed",76,"Black","Not applicable","Not str democrat","Protestant","Baptist-dk which",6
2006,"Married",47,"Black","$15000 - 19999","Strong democrat","Protestant","Southern baptist",NA
2006,"Widowed",79,"White","Not applicable","Strong democrat","Protestant","Other",NA
2006,"Widowed",66,"Black","Not applicable","Not str democrat","Protestant","Baptist-dk which",NA
2006,"Married",71,"Black","Not applicable","Not str democrat","Protestant","Presbyterian-dk wh",5
2006,"Married",31,"Black","$1000 to 2999","Strong democrat","Protestant","Other",NA
2006,"Married",66,"Black","Lt $1000","Strong democrat","Protestant","United methodist",NA
2006,"Separated",33,"Black","$25000 or more","Ind,near dem","Protestant","Nat bapt conv usa",NA
2006,"Divorced",45,"Black","$10000 - 14999","Strong democrat","Protestant","Am baptist asso",NA
2006,"Never married",51,"Black","Not applicable","Not str democrat","Protestant","Baptist-dk which",6
2006,"Married",38,"Black","$15000 - 19999","Not str democrat","Protestant","Baptist-dk which",3
2006,"Divorced",56,"Black","Not applicable","Strong democrat","Protestant","Am bapt ch in usa",NA
2006,"Never married",29,"White","Not applicable","Strong republican","Protestant","Presbyterian c in us",5
2006,"Widowed",54,"White","$15000 - 19999","Not str republican","Protestant","Other",NA
2006,"Never married",26,"Other","$6000 to 6999","Independent","None","Not applicable",2
2006,"Divorced",42,"White","$25000 or more","Not str democrat","Protestant","Am baptist asso",2
2006,"Married",52,"White","$20000 - 24999","Independent","Protestant","Baptist-dk which",NA
2006,"Never married",22,"White","$7000 to 7999","Other party","None","Not applicable",NA
2006,"Married",37,"White","$25000 or more","Independent","Protestant","Am bapt ch in usa",NA
2006,"Married",52,"White","$15000 - 19999","Not str republican","None","Not applicable",NA
2006,"Never married",67,"White","Not applicable","Independent","Protestant","Southern baptist",NA
2006,"Never married",23,"White","$15000 - 19999","Strong republican","Protestant","Am baptist asso",4
2006,"Never married",67,"White","Not applicable","Strong democrat","Protestant","Other",NA
2006,"Married",56,"White","$25000 or more","Strong republican","Protestant","No denomination",2
2006,"Married",29,"White","$25000 or more","Strong democrat","Protestant","Other",3
2006,"Widowed",67,"White","Not applicable","Not str democrat","Protestant","No denomination",NA
2006,"Married",43,"White","$25000 or more","Strong democrat","Protestant","Other",3
2006,"Divorced",42,"White","$25000 or more","Not str republican","Protestant","Southern baptist",NA
2006,"Divorced",65,"White","$8000 to 9999","Not str democrat","Protestant","Southern baptist",NA
2006,"Never married",20,"Other","$8000 to 9999","Ind,near dem","Protestant","Baptist-dk which",NA
2006,"Married",24,"Other","Not applicable","Not str republican","Catholic","Not applicable",8
2006,"Never married",50,"White","$25000 or more","Strong democrat","Protestant","No denomination",2
2006,"Married",51,"White","$25000 or more","Not str republican","Protestant","Southern baptist",3
2006,"Married",72,"White","Not applicable","Not str democrat","Protestant","Other",NA
2006,"Married",52,"White","$20000 - 24999","Strong republican","Protestant","Southern baptist",NA
2006,"Married",73,"White","Not applicable","Strong democrat","Protestant","United methodist",4
2006,"Divorced",54,"White","$25000 or more","Not str democrat","Protestant","Southern baptist",2
2006,"Never married",23,"White","Lt $1000","Ind,near dem","Protestant","Other",NA
2006,"Divorced",40,"White","$25000 or more","Strong democrat","Protestant","Other",2
2006,"Married",43,"White","$25000 or more","Strong democrat","Protestant","United methodist",NA
2006,"Divorced",29,"White","$25000 or more","Strong republican","Protestant","Baptist-dk which",2
2006,"Divorced",37,"White","$20000 - 24999","Not str democrat","Protestant","Other",NA
2006,"Divorced",32,"Other","$25000 or more","Strong democrat","Protestant","Southern baptist",2
2006,"Never married",20,"White","$15000 - 19999","Strong democrat","Other","Not applicable",3
2006,"Married",84,"Other","Not applicable","Ind,near dem","Protestant","Southern baptist",3
2006,"Married",31,"White","Not applicable","Strong republican","Protestant","Other",2
2006,"Divorced",40,"White","$25000 or more","Not str democrat","Protestant","Baptist-dk which",NA
2006,"Married",50,"White","$25000 or more","Not str democrat","Protestant","Other",3
2006,"Married",35,"White","$5000 to 5999","Other party","Protestant","Baptist-dk which",1
2006,"Widowed",59,"White","$20000 - 24999","Strong republican","Protestant","No denomination",2
2006,"Never married",21,"White","$7000 to 7999","Not str republican","Protestant","Other",NA
2006,"Divorced",67,"White","$25000 or more","Independent","Protestant","Southern baptist",4
2006,"Married",35,"White","Refused","Independent","Inter-nondenominational","Not applicable",NA
2006,"Never married",33,"Black","Don't know","Strong democrat","Protestant","Baptist-dk which",NA
2006,"Married",69,"White","$25000 or more","Not str republican","Protestant","No denomination",NA
2006,"Married",36,"White","Not applicable","Ind,near rep","Protestant","Am bapt ch in usa",2
2006,"Divorced",46,"White","$25000 or more","Ind,near rep","Protestant","Other",3
2006,"Separated",35,"White","$1000 to 2999","Independent","Catholic","Not applicable",NA
2006,"Never married",19,"White","$10000 - 14999","Strong republican","Protestant","Baptist-dk which",4
2006,"Divorced",41,"White","$20000 - 24999","Other party","Protestant","Baptist-dk which",3
2006,"Divorced",47,"White","$25000 or more","Ind,near dem","Protestant","Southern baptist",NA
2006,"Married",64,"White","Not applicable","Not str republican","Protestant","Southern baptist",8
2006,"Married",69,"White","Not applicable","Strong democrat","Protestant","Other baptists",NA
2006,"Married",36,"Black","$1000 to 2999","Ind,near dem","Protestant","United methodist",NA
2006,"Married",68,"White","Lt $1000","Ind,near dem","None","Not applicable",NA
2006,"Divorced",64,"White","Not applicable","Independent","Protestant","Southern baptist",1
2006,"Divorced",31,"White","Not applicable","Strong democrat","Protestant","Southern baptist",NA
2006,"Married",43,"White","$25000 or more","Independent","None","Not applicable",NA
2006,"Married",25,"White","$25000 or more","Ind,near dem","Protestant","Southern baptist",1
2006,"Married",63,"White","Not applicable","Not str republican","Protestant","United methodist",NA
2006,"Married",27,"White","Not applicable","Independent","Protestant","No denomination",NA
2006,"Divorced",34,"White","$10000 - 14999","Ind,near rep","Protestant","Southern baptist",3
2006,"Married",55,"White","Not applicable","Independent","Catholic","Not applicable",5
2006,"Divorced",30,"White","$25000 or more","Ind,near rep","None","Not applicable",NA
2006,"Married",54,"White","$25000 or more","Strong democrat","Protestant","Other baptists",NA
2006,"Never married",21,"White","Not applicable","Not str republican","Protestant","Southern baptist",NA
2006,"Married",48,"Other","Not applicable","Ind,near dem","Catholic","Not applicable",NA
2006,"Divorced",45,"White","$25000 or more","Independent","Protestant","United methodist",NA
2006,"Married",33,"White","Not applicable","Not str republican","Catholic","Not applicable",2
2006,"Married",63,"White","Not applicable","Strong republican","Protestant","Other presbyterian",NA
2006,"Divorced",63,"White","Not applicable","Strong democrat","Protestant","Southern baptist",NA
2006,"Married",53,"White","$25000 or more","Ind,near rep","Protestant","No denomination",2
2006,"Married",59,"White","$25000 or more","Not str democrat","Protestant","Southern baptist",NA
2006,"Widowed",84,"White","Not applicable","Strong democrat","Catholic","Not applicable",NA
2006,"Married",75,"White","Not applicable","Strong democrat","Protestant","No denomination",NA
2006,"Married",22,"White","Lt $1000","Ind,near rep","Protestant","Southern baptist",3
2006,"Never married",63,"White","Not applicable","Ind,near rep","Protestant","No denomination",NA
2006,"Married",54,"White","$25000 or more","Strong democrat","Protestant","Presbyterian, merged",2
2006,"Married",32,"White","$20000 - 24999","Strong republican","Protestant","Southern baptist",NA
2006,"Married",59,"White","$25000 or more","Not str republican","Protestant","No denomination",2
2006,"Married",59,"White","$10000 - 14999","Strong republican","Protestant","United methodist",4
2006,"Married",48,"White","$25000 or more","Independent","Protestant","United methodist",NA
2006,"Married",38,"White","Not applicable","Strong republican","Protestant","No denomination",1
2006,"Married",63,"White","$25000 or more","Not str republican","Catholic","Not applicable",NA
2006,"Married",64,"White","$20000 - 24999","Strong democrat","Protestant","Other",NA
2006,"Never married",40,"White","Don't know","Independent","Protestant","Baptist-dk which",NA
2006,"Divorced",38,"White","$15000 - 19999","Strong republican","Protestant","Other",1
2006,"Married",53,"White","$10000 - 14999","Not str republican","Protestant","Southern baptist",NA
2006,"Married",47,"White","$10000 - 14999","Not str democrat","Protestant","Evangelical luth",2
2006,"Divorced",22,"White","$10000 - 14999","Not str democrat","Protestant","Southern baptist",NA
2006,"Married",37,"White","Not applicable","Strong republican","Protestant","Baptist-dk which",3
2006,"Divorced",51,"White","$25000 or more","Ind,near dem","Protestant","Southern baptist",NA
2006,"Separated",39,"White","Refused","Ind,near rep","Protestant","No denomination",0
2006,"Divorced",38,"White","Not applicable","Strong republican","None","Not applicable",NA
2006,"Married",72,"White","Not applicable","Not str democrat","Protestant","Other",NA
2006,"Divorced",51,"White","$25000 or more","Not str democrat","Protestant","Southern baptist",NA
2006,"Never married",49,"Black","$25000 or more","Not str democrat","Protestant","Other",NA
2006,"Married",55,"White","$7000 to 7999","Not str republican","Protestant","Southern baptist",NA
2006,"Married",73,"White","Not applicable","Strong democrat","Protestant","United methodist",10
2006,"Married",59,"White","$25000 or more","Ind,near dem","Protestant","United methodist",NA
2006,"Divorced",66,"White","Not applicable","Not str democrat","Protestant","Southern baptist",NA
2006,"Married",39,"White","$6000 to 6999","Ind,near rep","Protestant","No denomination",2
2006,"Never married",46,"White","$15000 - 19999","Ind,near dem","Protestant","No denomination",NA
2006,"Never married",31,"White","$25000 or more","Strong republican","Protestant","United methodist",0
2006,"Married",42,"White","Not applicable","Ind,near dem","Catholic","Not applicable",NA
2006,"Married",43,"Other","$4000 to 4999","Independent","Catholic","Not applicable",3
2006,"Divorced",64,"Other","Not applicable","Independent","Catholic","Not applicable",8
2006,"Widowed",49,"Other","$15000 - 19999","Independent","Protestant","No denomination",6
2006,"Separated",51,"Other","$5000 to 5999","Independent","Catholic","Not applicable",2
2006,"Married",23,"White","$5000 to 5999","Independent","Catholic","Not applicable",4
2006,"Married",36,"Black","Not applicable","Independent","Protestant","Other",12
2006,"Divorced",46,"White","$25000 or more","Not str democrat","Protestant","Methodist-dk which",4
2006,"Divorced",45,"Other","$25000 or more","Not str democrat","Catholic","Not applicable",NA
2006,"Divorced",44,"Other","$8000 to 9999","Independent","Catholic","Not applicable",NA
2006,"Separated",62,"Other","$25000 or more","Not str democrat","Catholic","Not applicable",NA
2006,"Widowed",47,"Other","Not applicable","Independent","Catholic","Not applicable",NA
