tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N630WN,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N631AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N631AW,1990,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turbo-jet
N631VA,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N632AW,1989,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turbo-jet
N632JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N632SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N632VA,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N633AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N633AW,1989,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turbo-jet
N633DL,1987,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N633JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N633SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N633VA,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N634AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N634JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N634SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N634VA,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N635AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N635DL,1988,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N635JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N635SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N635VA,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N636DL,1988,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N636JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N636VA,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N636WN,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N637DL,1988,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N637JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N637SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N637VA,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N638DL,1988,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N638JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N638SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N638VA,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N639AA,1991,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N639DL,1988,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N639JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N639SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N639VA,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N640AW,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N640DL,1988,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N640JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N640SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N640VA,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N641DL,1988,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N641JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N641SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N641UA,1991,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N641VA,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N642AA,1991,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N642AW,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N642DL,1988,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N642VA,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N642WN,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N643DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N643JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N643SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N644DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N644JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N644SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N644UA,1991,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N645DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N645JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N645SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N646DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N646JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N646SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N646UA,1992,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N647AW,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N647DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N647SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N647UA,1992,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N64809,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N648AW,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N648DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N648JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N648SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N648UA,1992,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N649AW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N649DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N649JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N649SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N649UA,1992,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N650AW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N650DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N650SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N651AW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N651DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N651JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N651SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N651UA,1992,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N652AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N652DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N652JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N652SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N652UA,1992,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N653AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N653JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N653SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N653UA,1992,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N654AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N654DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N654SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N654UA,1992,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N655AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N655DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N655JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N655UA,1992,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N655WN,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N656AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N656JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N656SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N656UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N657AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N657JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N657SW,1985,Fixed wing multi engine,BOEING,737-3L9,2,149,NA,Turbo-fan
N657UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N658AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N658DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N658JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N658SW,1985,Fixed wing multi engine,BOEING,737-3L9,2,149,NA,Turbo-fan
N658UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N659AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N659DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N659JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N659SW,1985,Fixed wing multi engine,BOEING,737-301,2,149,NA,Turbo-fan
N659UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N66051,2000,Fixed wing multi engine,BOEING,767-424ER,2,292,NA,Turbo-jet
N66056,2001,Fixed wing multi engine,BOEING,767-424ER,2,292,NA,Turbo-jet
N66057,2002,Fixed wing multi engine,BOEING,767-424ER,2,292,NA,Turbo-jet
N660AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N660DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N660SW,1985,Fixed wing multi engine,BOEING,737-301,2,149,NA,Turbo-fan
N660UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N661AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N661DN,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N661JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N661UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N662AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N662DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N662JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N662SW,1985,Fixed wing multi engine,BOEING,737-3Q8,2,149,NA,Turbo-fan
N663AW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N663DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N663JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N663SW,1985,Fixed wing multi engine,BOEING,737-3Q8,2,149,NA,Turbo-fan
N663UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N664AW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N664DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N664UA,1998,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N665AW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N665DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N665JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N665UA,1998,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N665WN,1986,Fixed wing multi engine,BOEING,737-3Y0,2,149,NA,Turbo-fan
N666DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N666UA,1998,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N667AW,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N667DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N667UA,1998,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N66803,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N66808,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N668AW,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N668DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N668UA,1999,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N669AW,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N669DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N669SW,1987,Fixed wing multi engine,BOEING,737-3A4,2,149,NA,Turbo-jet
N669UA,1999,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N6700,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6701,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6702,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6703D,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6704Z,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N67052,2000,Fixed wing multi engine,BOEING,767-424ER,2,292,NA,Turbo-jet
N67058,2002,Fixed wing multi engine,BOEING,767-424ER,2,292,NA,Turbo-jet
N6705Y,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6706Q,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6707A,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6708D,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6709,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N670DN,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N670SW,1988,Fixed wing multi engine,BOEING,737-3G7,2,149,NA,Turbo-jet
N670UA,NA,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N670US,1990,Fixed wing multi engine,BOEING,747-451,4,450,NA,Turbo-jet
N6710E,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6711M,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6712B,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N67134,1999,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-jet
N6713Y,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6714Q,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6715C,2001,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6716C,2001,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N67171,2001,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N671DN,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N671UA,1999,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N672AW,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N672DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N672UA,1999,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N673AW,NA,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N673DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N673UA,2000,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N674DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N674UA,2000,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N675AW,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N675DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N675MC,1975,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-51,2,139,432,Turbo-jet
N675UA,2000,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N676AW,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N676CA,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N676DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N676UA,2001,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N677AW,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N677UA,2001,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N678AW,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N678CA,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N678DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N679AW,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N679DA,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N68061,2002,Fixed wing multi engine,BOEING,767-424ER,2,292,NA,Turbo-jet
N680AW,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N680DA,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N68159,2001,Fixed wing multi engine,BOEING,767-224,2,255,NA,Turbo-jet
N68160,2001,Fixed wing multi engine,BOEING,767-224,2,255,NA,Turbo-jet
N681DA,1993,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N682DA,1993,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N683BR,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N683DA,1993,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N68452,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68453,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N684DA,1993,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N684WN,1988,Fixed wing multi engine,BOEING,737-3TO,2,149,NA,Turbo-jet
N685DA,1995,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N685SW,1986,Fixed wing multi engine,BOEING,737-3Q8,2,149,NA,Turbo-fan
N686DA,1995,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N687DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N687SW,1986,Fixed wing multi engine,BOEING,737-3Q8,2,149,NA,Turbo-fan
N68801,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68802,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68805,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68807,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N688DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N689DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N69059,2002,Fixed wing multi engine,BOEING,767-424ER,2,292,NA,Turbo-jet
N69063,2002,Fixed wing multi engine,BOEING,767-424ER,2,292,NA,Turbo-jet
N690DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N691CA,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N691WN,1988,Fixed wing multi engine,BOEING,737-3G7,2,149,NA,Turbo-jet
N692DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N693CA,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N693DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N693SW,1985,Fixed wing multi engine,BOEING,737-317,2,149,NA,Turbo-jet
N694DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N694SW,1985,Fixed wing multi engine,BOEING,737-3T5,2,149,NA,Turbo-jet
N695CA,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N695DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N696DL,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N697DL,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N697SW,1988,Fixed wing multi engine,BOEING,737-3TO,2,149,NA,Turbo-jet
N69804,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69806,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N698DL,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N699DL,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N700GS,1997,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N700UW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N701GS,1997,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N701SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N701UW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N702SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N702TW,1996,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N702UW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N703JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N703SW,1997,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N703TW,1996,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N703UW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N704SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N704US,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N704X,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N705JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N705SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N705SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N705TW,1997,Fixed wing multi engine,BOEING,757-231,2,178,NA,Turbo-fan
N705UW,NA,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N706JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N706SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N706TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N707EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N707SA,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N707TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N708EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N708JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N708SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N708UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N709EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N709JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N709SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N709TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N709UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N710EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N710SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N710SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N710TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N710UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N711HK,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
